SciName,Family,Order
Sturnus roseus,Sturnidae,Passeriformes
Sturnus sericeus,Sturnidae,Passeriformes
Sturnus sinensis,Sturnidae,Passeriformes
Sturnus sturninus,Sturnidae,Passeriformes
Sturnus unicolor,Sturnidae,Passeriformes
Sturnus vulgaris,Sturnidae,Passeriformes
Abroscopus albogularis,Sylviidae,Passeriformes
Abroscopus schisticeps,Sylviidae,Passeriformes
Abroscopus superciliaris,Sylviidae,Passeriformes
Achaetops pycnopygius,Sylviidae,Passeriformes
Acrocephalus aedon,Sylviidae,Passeriformes
Acrocephalus aequinoctialis,Sylviidae,Passeriformes
Acrocephalus agricola,Sylviidae,Passeriformes
Acrocephalus arundinaceus,Sylviidae,Passeriformes
Acrocephalus atyphus,Sylviidae,Passeriformes
Acrocephalus australis,Sylviidae,Passeriformes
Acrocephalus baeticatus,Sylviidae,Passeriformes
Acrocephalus bistrigiceps,Sylviidae,Passeriformes
Acrocephalus brevipennis,Sylviidae,Passeriformes
Acrocephalus caffer,Sylviidae,Passeriformes
Acrocephalus concinens,Sylviidae,Passeriformes
Acrocephalus dumetorum,Sylviidae,Passeriformes
Acrocephalus familiaris,Sylviidae,Passeriformes
Acrocephalus gracilirostris,Sylviidae,Passeriformes
Acrocephalus griseldis,Sylviidae,Passeriformes
Acrocephalus kerearako,Sylviidae,Passeriformes
Acrocephalus luscinius,Sylviidae,Passeriformes
Acrocephalus melanopogon,Sylviidae,Passeriformes
Acrocephalus mendanae,Sylviidae,Passeriformes
Acrocephalus newtoni,Sylviidae,Passeriformes
Acrocephalus orinus,Sylviidae,Passeriformes
Acrocephalus paludicola,Sylviidae,Passeriformes
Acrocephalus palustris,Sylviidae,Passeriformes
Acrocephalus rehsei,Sylviidae,Passeriformes
Acrocephalus rimatarae,Sylviidae,Passeriformes
Acrocephalus rodericanus,Sylviidae,Passeriformes
Acrocephalus rufescens,Sylviidae,Passeriformes
Acrocephalus schoenobaenus,Sylviidae,Passeriformes
Acrocephalus scirpaceus,Sylviidae,Passeriformes
Acrocephalus sechellensis,Sylviidae,Passeriformes
Acrocephalus sorghophilus,Sylviidae,Passeriformes
Acrocephalus stentoreus,Sylviidae,Passeriformes
Acrocephalus syrinx,Sylviidae,Passeriformes
Acrocephalus taiti,Sylviidae,Passeriformes
Acrocephalus tangorum,Sylviidae,Passeriformes
Acrocephalus vaughani,Sylviidae,Passeriformes
Amaurocichla bocagei,Sylviidae,Passeriformes
Amphilais seebohmi,Sylviidae,Passeriformes
Artisornis metopias,Sylviidae,Passeriformes
Artisornis moreaui,Sylviidae,Passeriformes
Bathmocercus cerviniventris,Sylviidae,Passeriformes
Bathmocercus rufus,Sylviidae,Passeriformes
Bathmocercus winifredae,Sylviidae,Passeriformes
Bernieria apperti,Sylviidae,Passeriformes
Bernieria cinereiceps,Sylviidae,Passeriformes
Bernieria madagascariensis,Sylviidae,Passeriformes
Bernieria tenebrosa,Sylviidae,Passeriformes
Bernieria zosterops,Sylviidae,Passeriformes
Bowdleria punctata,Sylviidae,Passeriformes
Bradypterus accentor,Sylviidae,Passeriformes
Bradypterus alfredi,Sylviidae,Passeriformes
Bradypterus alishanensis,Sylviidae,Passeriformes
Bradypterus baboecala,Sylviidae,Passeriformes
Bradypterus bangwaensis,Sylviidae,Passeriformes
Bradypterus barratti,Sylviidae,Passeriformes
Bradypterus carpalis,Sylviidae,Passeriformes
Bradypterus castaneus,Sylviidae,Passeriformes
Bradypterus caudatus,Sylviidae,Passeriformes
Bradypterus cinnamomeus,Sylviidae,Passeriformes
Bradypterus davidi,Sylviidae,Passeriformes
Bradypterus grandis,Sylviidae,Passeriformes
Bradypterus graueri,Sylviidae,Passeriformes
Bradypterus lopezi,Sylviidae,Passeriformes
Bradypterus luteoventris,Sylviidae,Passeriformes
Bradypterus major,Sylviidae,Passeriformes
Bradypterus mandelli,Sylviidae,Passeriformes
Bradypterus montis,Sylviidae,Passeriformes
Bradypterus palliseri,Sylviidae,Passeriformes
Bradypterus seebohmi,Sylviidae,Passeriformes
Bradypterus sylvaticus,Sylviidae,Passeriformes
Bradypterus tacsanowskius,Sylviidae,Passeriformes
Bradypterus thoracicus,Sylviidae,Passeriformes
Bradypterus timorensis,Sylviidae,Passeriformes
Bradypterus victorini,Sylviidae,Passeriformes
Buettikoferella bivittata,Sylviidae,Passeriformes
Cettia acanthizoides,Sylviidae,Passeriformes
Cettia annae,Sylviidae,Passeriformes
Cettia brunnescens,Sylviidae,Passeriformes
Cettia brunnifrons,Sylviidae,Passeriformes
Cettia canturians,Sylviidae,Passeriformes
Cettia carolinae,Sylviidae,Passeriformes
Cettia cetti,Sylviidae,Passeriformes
Cettia diphone,Sylviidae,Passeriformes
Cettia flavolivacea,Sylviidae,Passeriformes
Cettia fortipes,Sylviidae,Passeriformes
Cettia haddeni,Sylviidae,Passeriformes
Cettia major,Sylviidae,Passeriformes
Cettia pallidipes,Sylviidae,Passeriformes
Cettia parens,Sylviidae,Passeriformes
Cettia ruficapilla,Sylviidae,Passeriformes
Cettia seebohmi,Sylviidae,Passeriformes
Cettia vulcania,Sylviidae,Passeriformes
Chaetornis striata,Sylviidae,Passeriformes
Chloropeta gracilirostris,Sylviidae,Passeriformes
Chloropeta natalensis,Sylviidae,Passeriformes
Chloropeta similis,Sylviidae,Passeriformes
Cincloramphus cruralis,Sylviidae,Passeriformes
Cincloramphus mathewsi,Sylviidae,Passeriformes
Crossleyia xanthophrys,Sylviidae,Passeriformes
Cryptosylvicola randrianasoloi,Sylviidae,Passeriformes
Dromaeocercus brunneus,Sylviidae,Passeriformes
Eremiornis carteri,Sylviidae,Passeriformes
Eremomela atricollis,Sylviidae,Passeriformes
Eremomela badiceps,Sylviidae,Passeriformes
Eremomela flavicrissalis,Sylviidae,Passeriformes
Eremomela gregalis,Sylviidae,Passeriformes
Eremomela icteropygialis,Sylviidae,Passeriformes
Eremomela pusilla,Sylviidae,Passeriformes
Eremomela scotops,Sylviidae,Passeriformes
Eremomela turneri,Sylviidae,Passeriformes
Eremomela usticollis,Sylviidae,Passeriformes
Graminicola bengalensis,Sylviidae,Passeriformes
Graueria vittata,Sylviidae,Passeriformes
Hemitesia neumanni,Sylviidae,Passeriformes
Hippolais caligata,Sylviidae,Passeriformes
Hippolais icterina,Sylviidae,Passeriformes
Hippolais languida,Sylviidae,Passeriformes
Hippolais olivetorum,Sylviidae,Passeriformes
Hippolais opaca,Sylviidae,Passeriformes
Hippolais pallida,Sylviidae,Passeriformes
Hippolais polyglotta,Sylviidae,Passeriformes
Hippolais rama,Sylviidae,Passeriformes
Hylia prasina,Sylviidae,Passeriformes
Hyliota australis,Sylviidae,Passeriformes
Hyliota flavigaster,Sylviidae,Passeriformes
Hyliota usambara,Sylviidae,Passeriformes
Hyliota violacea,Sylviidae,Passeriformes
Locustella certhiola,Sylviidae,Passeriformes
Locustella fasciolata,Sylviidae,Passeriformes
Locustella fluviatilis,Sylviidae,Passeriformes
Locustella lanceolata,Sylviidae,Passeriformes
Locustella luscinioides,Sylviidae,Passeriformes
Locustella naevia,Sylviidae,Passeriformes
Locustella ochotensis,Sylviidae,Passeriformes
Locustella pleskei,Sylviidae,Passeriformes
Locustella pryeri,Sylviidae,Passeriformes
Macrosphenus concolor,Sylviidae,Passeriformes
Macrosphenus flavicans,Sylviidae,Passeriformes
Macrosphenus kempi,Sylviidae,Passeriformes
Macrosphenus kretschmeri,Sylviidae,Passeriformes
Macrosphenus pulitzeri,Sylviidae,Passeriformes
Megalurulus grosvenori,Sylviidae,Passeriformes
Megalurulus llaneae,Sylviidae,Passeriformes
Megalurulus mariei,Sylviidae,Passeriformes
Megalurulus rubiginosus,Sylviidae,Passeriformes
Megalurulus whitneyi,Sylviidae,Passeriformes
Megalurus albolimbatus,Sylviidae,Passeriformes
Megalurus gramineus,Sylviidae,Passeriformes
Megalurus palustris,Sylviidae,Passeriformes
Megalurus timoriensis,Sylviidae,Passeriformes
Melocichla mentalis,Sylviidae,Passeriformes
Nesillas brevicaudata,Sylviidae,Passeriformes
Nesillas lantzii,Sylviidae,Passeriformes
Nesillas longicaudata,Sylviidae,Passeriformes
Nesillas mariae,Sylviidae,Passeriformes
Nesillas typica,Sylviidae,Passeriformes
Orthotomus atrogularis,Sylviidae,Passeriformes
Orthotomus castaneiceps,Sylviidae,Passeriformes
Orthotomus cinereiceps,Sylviidae,Passeriformes
Orthotomus cuculatus,Sylviidae,Passeriformes
Orthotomus derbianus,Sylviidae,Passeriformes
Orthotomus frontalis,Sylviidae,Passeriformes
Orthotomus heterolaemus,Sylviidae,Passeriformes
Orthotomus nigriceps,Sylviidae,Passeriformes
Orthotomus ruficeps,Sylviidae,Passeriformes
Orthotomus samarensis,Sylviidae,Passeriformes
Orthotomus sepium,Sylviidae,Passeriformes
Orthotomus sericeus,Sylviidae,Passeriformes
Orthotomus sutorius,Sylviidae,Passeriformes
Oxylabes madagascariensis,Sylviidae,Passeriformes
Phylloscopus affinis,Sylviidae,Passeriformes
Phylloscopus amoenus,Sylviidae,Passeriformes
Phylloscopus armandii,Sylviidae,Passeriformes
Phylloscopus bonelli,Sylviidae,Passeriformes
Phylloscopus borealis,Sylviidae,Passeriformes
Phylloscopus borealoides,Sylviidae,Passeriformes
Phylloscopus budongoensis,Sylviidae,Passeriformes
Phylloscopus canariensis,Sylviidae,Passeriformes
Phylloscopus cantator,Sylviidae,Passeriformes
Phylloscopus cebuensis,Sylviidae,Passeriformes
Phylloscopus chloronotus,Sylviidae,Passeriformes
Phylloscopus claudiae,Sylviidae,Passeriformes
Phylloscopus collybita,Sylviidae,Passeriformes
Phylloscopus coronatus,Sylviidae,Passeriformes
Phylloscopus davisoni,Sylviidae,Passeriformes
Phylloscopus emeiensis,Sylviidae,Passeriformes
Phylloscopus forresti,Sylviidae,Passeriformes
Phylloscopus fuligiventer,Sylviidae,Passeriformes
Phylloscopus fuscatus,Sylviidae,Passeriformes
Phylloscopus goodsoni,Sylviidae,Passeriformes
Phylloscopus griseolus,Sylviidae,Passeriformes
Phylloscopus hainanus,Sylviidae,Passeriformes
Phylloscopus herberti,Sylviidae,Passeriformes
Phylloscopus humei,Sylviidae,Passeriformes
Phylloscopus ibericus,Sylviidae,Passeriformes
Phylloscopus ijimae,Sylviidae,Passeriformes
Phylloscopus inornatus,Sylviidae,Passeriformes
Phylloscopus kansuensis,Sylviidae,Passeriformes
Phylloscopus laetus,Sylviidae,Passeriformes
Phylloscopus laurae,Sylviidae,Passeriformes
Phylloscopus maculipennis,Sylviidae,Passeriformes
Phylloscopus magnirostris,Sylviidae,Passeriformes
Phylloscopus makirensis,Sylviidae,Passeriformes
Phylloscopus neglectus,Sylviidae,Passeriformes
Phylloscopus nitidus,Sylviidae,Passeriformes
Phylloscopus occipitalis,Sylviidae,Passeriformes
Phylloscopus ogilviegranti,Sylviidae,Passeriformes
Phylloscopus olivaceus,Sylviidae,Passeriformes
Phylloscopus orientalis,Sylviidae,Passeriformes
Phylloscopus poliocephalus,Sylviidae,Passeriformes
Phylloscopus presbytes,Sylviidae,Passeriformes
Phylloscopus proregulus,Sylviidae,Passeriformes
Phylloscopus pulcher,Sylviidae,Passeriformes
Phylloscopus reguloides,Sylviidae,Passeriformes
Phylloscopus ricketti,Sylviidae,Passeriformes
Phylloscopus ruficapilla,Sylviidae,Passeriformes
Phylloscopus sarasinorum,Sylviidae,Passeriformes
Phylloscopus schwarzi,Sylviidae,Passeriformes
Phylloscopus sibilatrix,Sylviidae,Passeriformes
Phylloscopus sindianus,Sylviidae,Passeriformes
Phylloscopus subaffinis,Sylviidae,Passeriformes
Phylloscopus subviridis,Sylviidae,Passeriformes
Phylloscopus tenellipes,Sylviidae,Passeriformes
Phylloscopus trivirgatus,Sylviidae,Passeriformes
Phylloscopus trochiloides,Sylviidae,Passeriformes
Phylloscopus trochilus,Sylviidae,Passeriformes
Phylloscopus tytleri,Sylviidae,Passeriformes
Phylloscopus umbrovirens,Sylviidae,Passeriformes
Phylloscopus xanthoschistos,Sylviidae,Passeriformes
Phylloscopus yunnanensis,Sylviidae,Passeriformes
Poliolais lopezi,Sylviidae,Passeriformes
Randia pseudozosterops,Sylviidae,Passeriformes
Schoenicola brevirostris,Sylviidae,Passeriformes
Schoenicola platyurus,Sylviidae,Passeriformes
Seicercus affinis,Sylviidae,Passeriformes
Seicercus burkii,Sylviidae,Passeriformes
Seicercus castaniceps,Sylviidae,Passeriformes
Seicercus grammiceps,Sylviidae,Passeriformes
Seicercus montis,Sylviidae,Passeriformes
Seicercus omeiensis,Sylviidae,Passeriformes
Seicercus poliogenys,Sylviidae,Passeriformes
Seicercus soror,Sylviidae,Passeriformes
Seicercus tephrocephalus,Sylviidae,Passeriformes
Seicercus valentini,Sylviidae,Passeriformes
Seicercus whistleri,Sylviidae,Passeriformes
Sphenoeacus afer,Sylviidae,Passeriformes
Sylvia althaea,Sylviidae,Passeriformes
Sylvia atricapilla,Sylviidae,Passeriformes
Sylvia boehmi,Sylviidae,Passeriformes
Sylvia borin,Sylviidae,Passeriformes
Sylvia buryi,Sylviidae,Passeriformes
Sylvia cantillans,Sylviidae,Passeriformes
Sylvia communis,Sylviidae,Passeriformes
Sylvia conspicillata,Sylviidae,Passeriformes
Sylvia curruca,Sylviidae,Passeriformes
Sylvia deserticola,Sylviidae,Passeriformes
Sylvia hortensis,Sylviidae,Passeriformes
Sylvia layardi,Sylviidae,Passeriformes
Sylvia leucomelaena,Sylviidae,Passeriformes
Sylvia lugens,Sylviidae,Passeriformes
Sylvia melanocephala,Sylviidae,Passeriformes
Sylvia melanothorax,Sylviidae,Passeriformes
Sylvia minula,Sylviidae,Passeriformes
Sylvia mystacea,Sylviidae,Passeriformes
Sylvia nana,Sylviidae,Passeriformes
Sylvia nisoria,Sylviidae,Passeriformes
Sylvia rueppelli,Sylviidae,Passeriformes
Sylvia sarda,Sylviidae,Passeriformes
Sylvia subcaerulea,Sylviidae,Passeriformes
Sylvia undata,Sylviidae,Passeriformes
Sylvietta brachyura,Sylviidae,Passeriformes
Sylvietta denti,Sylviidae,Passeriformes
Sylvietta isabellina,Sylviidae,Passeriformes
Sylvietta leucophrys,Sylviidae,Passeriformes
Sylvietta philippae,Sylviidae,Passeriformes
Sylvietta rufescens,Sylviidae,Passeriformes
Sylvietta ruficapilla,Sylviidae,Passeriformes
Sylvietta virens,Sylviidae,Passeriformes
Sylvietta whytii,Sylviidae,Passeriformes
Tesia castaneocoronata,Sylviidae,Passeriformes
Tesia cyaniventer,Sylviidae,Passeriformes
Tesia everetti,Sylviidae,Passeriformes
Tesia olivea,Sylviidae,Passeriformes
Tesia superciliaris,Sylviidae,Passeriformes
Thamnornis chloropetoides,Sylviidae,Passeriformes
Tickellia hodgsoni,Sylviidae,Passeriformes
Trichocichla rufa,Sylviidae,Passeriformes
Urosphena squameiceps,Sylviidae,Passeriformes
Urosphena subulata,Sylviidae,Passeriformes
Urosphena whiteheadi,Sylviidae,Passeriformes
Batara cinerea,Thamnophilidae,Passeriformes
Biatas nigropectus,Thamnophilidae,Passeriformes
Cercomacra brasiliana,Thamnophilidae,Passeriformes
Cercomacra carbonaria,Thamnophilidae,Passeriformes
Cercomacra cinerascens,Thamnophilidae,Passeriformes
Cercomacra ferdinandi,Thamnophilidae,Passeriformes
Cercomacra laeta,Thamnophilidae,Passeriformes
Cercomacra manu,Thamnophilidae,Passeriformes
Cercomacra melanaria,Thamnophilidae,Passeriformes
Cercomacra nigrescens,Thamnophilidae,Passeriformes
Cercomacra nigricans,Thamnophilidae,Passeriformes
Cercomacra parkeri,Thamnophilidae,Passeriformes
Cercomacra serva,Thamnophilidae,Passeriformes
Cercomacra tyrannina,Thamnophilidae,Passeriformes
Clytoctantes alixii,Thamnophilidae,Passeriformes
Clytoctantes atrogularis,Thamnophilidae,Passeriformes
Cymbilaimus lineatus,Thamnophilidae,Passeriformes
Cymbilaimus sanctaemariae,Thamnophilidae,Passeriformes
Dichrozona cincta,Thamnophilidae,Passeriformes
Drymophila caudata,Thamnophilidae,Passeriformes
Drymophila devillei,Thamnophilidae,Passeriformes
Drymophila ferruginea,Thamnophilidae,Passeriformes
Drymophila genei,Thamnophilidae,Passeriformes
Drymophila malura,Thamnophilidae,Passeriformes
Drymophila ochropyga,Thamnophilidae,Passeriformes
Drymophila rubricollis,Thamnophilidae,Passeriformes
Drymophila squamata,Thamnophilidae,Passeriformes
Dysithamnus leucostictus,Thamnophilidae,Passeriformes
Dysithamnus mentalis,Thamnophilidae,Passeriformes
Dysithamnus occidentalis,Thamnophilidae,Passeriformes
Dysithamnus plumbeus,Thamnophilidae,Passeriformes
Dysithamnus puncticeps,Thamnophilidae,Passeriformes
Dysithamnus stictothorax,Thamnophilidae,Passeriformes
Dysithamnus striaticeps,Thamnophilidae,Passeriformes
Dysithamnus xanthopterus,Thamnophilidae,Passeriformes
Epinecrophylla erythrura,Thamnophilidae,Passeriformes
Epinecrophylla fjeldsaai,Thamnophilidae,Passeriformes
Epinecrophylla fulviventris,Thamnophilidae,Passeriformes
Epinecrophylla haematonota,Thamnophilidae,Passeriformes
Epinecrophylla leucophthalma,Thamnophilidae,Passeriformes
Epinecrophylla ornata,Thamnophilidae,Passeriformes
Epinecrophylla spodionota,Thamnophilidae,Passeriformes
Formicivora erythronotos,Thamnophilidae,Passeriformes
Formicivora grisea,Thamnophilidae,Passeriformes
Formicivora iheringi,Thamnophilidae,Passeriformes
Formicivora intermedia,Thamnophilidae,Passeriformes
Formicivora littoralis,Thamnophilidae,Passeriformes
Formicivora melanogaster,Thamnophilidae,Passeriformes
Formicivora rufa,Thamnophilidae,Passeriformes
Formicivora serrana,Thamnophilidae,Passeriformes
Frederickena unduligera,Thamnophilidae,Passeriformes
Frederickena viridis,Thamnophilidae,Passeriformes
Gymnocichla nudiceps,Thamnophilidae,Passeriformes
Gymnopithys leucaspis,Thamnophilidae,Passeriformes
Gymnopithys lunulatus,Thamnophilidae,Passeriformes
Gymnopithys rufigula,Thamnophilidae,Passeriformes
